tzdata	2026c-0ubuntu0.24.04.1	tzdata	2026c-0ubuntu0.24.04.1
ubuntu-keyring	2023.11.28.1	ubuntu-keyring	2023.11.28.1
ubuntu-mono	24.04-0ubuntu1	ubuntu-themes	24.04-0ubuntu1
unminimize	0.2.1	unminimize	0.2.1
util-linux	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
uuid-dev:amd64	2.39.3-9ubuntu6.6	util-linux	2.39.3-9ubuntu6.6
wayland-protocols	1.45-1~ubuntu0.24.04.2	wayland-protocols	1.45-1~ubuntu0.24.04.2
x11-common	1:7.7+23ubuntu3	xorg	1:7.7+23ubuntu3
x11-xkb-utils	7.7+8build2	x11-xkb-utils	7.7+8build2
x11proto-dev	2023.2-1	xorgproto	2023.2-1
xauth	1:1.1.2-1build1	xauth	1:1.1.2-1build1
xdg-dbus-proxy	0.1.5-1ubuntu0.2	xdg-dbus-proxy	0.1.5-1ubuntu0.2
xdg-desktop-portal	1.18.4-1ubuntu2.24.04.2	xdg-desktop-portal	1.18.4-1ubuntu2.24.04.2
xdg-desktop-portal-gtk	1.15.1-1build2	xdg-desktop-portal-gtk	1.15.1-1build2
xkb-data	2.41-2ubuntu1.1	xkeyboard-config	2.41-2ubuntu1.1
xml-core	0.19	xml-core	0.19
xorg-sgml-doctools	1:1.11-1.1	xorg-sgml-doctools	1:1.11-1.1
xserver-common	2:21.1.12-1ubuntu1.6	xorg-server	2:21.1.12-1ubuntu1.6
xtrans-dev	1.4.0-1	xtrans	1.4.0-1
xvfb	2:21.1.12-1ubuntu1.6	xorg-server	2:21.1.12-1ubuntu1.6
xz-utils	5.6.1+really5.4.5-1ubuntu0.3	xz-utils	5.6.1+really5.4.5-1ubuntu0.3
zlib1g:amd64	1:1.3.dfsg-3.1ubuntu2.2	zlib	1:1.3.dfsg-3.1ubuntu2.2
zlib1g-dev:amd64	1:1.3.dfsg-3.1ubuntu2.2	zlib	1:1.3.dfsg-3.1ubuntu2.2
